gene_id	group	Case PTV	Ctrl PTV	Case mis3	Ctrl mis3	Case mis2	Ctrl mis2	P ca/co (Class 1)	P ca/co (Class 2)	P ca/co (comb)	De novo PTV	De novo mis3	De novo mis2	P de novo	P meta	Q meta	OR (PTV)	OR (Class I)	OR (Class II)	OR (PTV) lower bound	OR (PTV) upper bound	OR (Class I) lower bound	OR (Class I) upper bound	OR (Class II) lower bound	OR (Class II) upper bound
ENSG00000080298	meta	2	3	1	1	11	22	1.0500e-01	1.2800e-01	5.2000e-02	NA	NA	NA	NA	5.2000e-02	9.8800e-01	2.6800e+00	3.0100e+00	2.0100e+00	2.2300e-01	2.3400e+01	4.4100e-01	1.7800e+01	8.7900e-01	4.3200e+00
ENSG00000080345	meta	2	18	0	0	0	0	6.0500e-01	NA	6.0500e-01	NA	NA	NA	NA	6.0500e-01	1.0000e+00	4.4600e-01	4.4600e-01	NA	5.0200e-02	1.8600e+00	5.0200e-02	1.8600e+00	NA	NA
ENSG00000080371	meta	3	5	0	0	0	0	1.6900e-01	NA	1.6900e-01	NA	NA	NA	NA	1.6900e-01	1.0000e+00	2.4100e+00	2.4100e+00	NA	3.7400e-01	1.2400e+01	3.7400e-01	1.2400e+01	NA	NA
ENSG00000080493	meta	7	15	1	1	6	16	2.0200e-01	3.7900e-01	1.4600e-01	NA	NA	NA	NA	1.4600e-01	1.0000e+00	1.8700e+00	2.0100e+00	1.5100e+00	6.4600e-01	4.8800e+00	7.4400e-01	4.9700e+00	4.8200e-01	4.0500e+00
ENSG00000080503	meta	11	20	1	1	14	54	8.4500e-02	8.7900e-01	8.4500e-02	NA	NA	NA	NA	8.4500e-02	1.0000e+00	2.2100e+00	2.2900e+00	1.0400e+00	9.5500e-01	4.8300e+00	1.0300e+00	4.8800e+00	5.3400e-01	1.9000e+00
ENSG00000080511	meta	4	18	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.9200e-01	8.9200e-01	NA	2.2000e-01	2.7100e+00	2.2000e-01	2.7100e+00	NA	NA
ENSG00000080546	meta	4	19	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.4500e-01	8.4500e-01	NA	2.0900e-01	2.5400e+00	2.0900e-01	2.5400e+00	NA	NA
ENSG00000080561	meta	3	10	0	0	0	0	2.1500e-01	NA	2.1500e-01	NA	NA	NA	NA	2.1500e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	2.1300e-01	4.6800e+00	2.1300e-01	4.6800e+00	NA	NA
ENSG00000080573	meta	15	78	0	0	0	0	5.7600e-01	NA	5.7600e-01	NA	NA	NA	NA	5.7600e-01	1.0000e+00	7.7200e-01	7.7200e-01	NA	4.1200e-01	1.3500e+00	4.1200e-01	1.3500e+00	NA	NA
ENSG00000080603	meta	7	8	0	0	0	0	1.9200e-02	NA	1.9200e-02	NA	NA	NA	NA	1.9200e-02	8.2900e-01	3.5100e+00	3.5100e+00	NA	1.0800e+00	1.1100e+01	1.0800e+00	1.1100e+01	NA	NA
ENSG00000080608	meta	13	40	0	0	0	0	2.7200e-01	NA	2.7200e-01	NA	NA	NA	NA	2.7200e-01	1.0000e+00	1.3000e+00	1.3000e+00	NA	6.4000e-01	2.4900e+00	6.4000e-01	2.4900e+00	NA	NA
ENSG00000080618	meta	9	37	0	0	0	0	8.7800e-01	NA	8.7800e-01	NA	NA	NA	NA	8.7800e-01	1.0000e+00	9.7600e-01	9.7600e-01	NA	4.1400e-01	2.0600e+00	4.1400e-01	2.0600e+00	NA	NA
ENSG00000080644	meta	9	26	0	0	0	0	4.4800e-01	NA	4.4800e-01	NA	NA	NA	NA	4.4800e-01	1.0000e+00	1.3900e+00	1.3900e+00	NA	5.7300e-01	3.0600e+00	5.7300e-01	3.0600e+00	NA	NA
ENSG00000080709	meta	0	6	1	3	9	50	7.0100e-01	4.3800e-01	5.7500e-01	NA	NA	NA	NA	5.7500e-01	1.0000e+00	0.0000e+00	4.4600e-01	7.2200e-01	0.0000e+00	3.4100e+00	1.0200e-02	3.2200e+00	3.1200e-01	1.4800e+00
ENSG00000080802	meta	3	0	0	0	7	14	3.8200e-03	2.2200e-01	1.9200e-03	NA	NA	NA	NA	1.9200e-03	4.3300e-01	Infinity	Infinity	2.0100e+00	1.6600e+00	Infinity	1.6600e+00	Infinity	6.8500e-01	5.3100e+00
ENSG00000080815	meta	1	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.1300e-02	3.7400e+00	1.1300e-02	3.7400e+00	NA	NA
ENSG00000080819	meta	2	9	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.9200e-01	8.9200e-01	NA	9.3800e-02	4.3100e+00	9.3800e-02	4.3100e+00	NA	NA
ENSG00000080822	meta	1	3	0	0	0	0	5.7800e-01	NA	5.7800e-01	NA	NA	NA	NA	5.7800e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	NA	NA
ENSG00000080823	meta	7	40	0	0	0	0	3.1000e-01	NA	3.1000e-01	NA	NA	NA	NA	3.1000e-01	1.0000e+00	7.0200e-01	7.0200e-01	NA	2.6500e-01	1.5800e+00	2.6500e-01	1.5800e+00	NA	NA
ENSG00000080824	meta	11	24	0	0	0	0	2.2000e-01	NA	2.2000e-01	NA	NA	NA	NA	2.2000e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	9.1500e-01	4.1700e+00	9.1500e-01	4.1700e+00	NA	NA
ENSG00000080839	meta	12	41	0	0	0	0	6.3800e-01	NA	6.3800e-01	NA	NA	NA	NA	6.3800e-01	1.0000e+00	1.1700e+00	1.1700e+00	NA	5.6200e-01	2.2800e+00	5.6200e-01	2.2800e+00	NA	NA
ENSG00000080845	meta	5	7	0	0	0	0	9.9800e-02	NA	9.9800e-02	NA	NA	NA	NA	9.9800e-02	1.0000e+00	2.8700e+00	2.8700e+00	NA	7.1800e-01	1.0500e+01	7.1800e-01	1.0500e+01	NA	NA
ENSG00000080854	meta	3	16	0	0	4	21	1.0000e+00	7.9200e-01	9.4900e-01	NA	NA	NA	NA	9.4900e-01	1.0000e+00	7.5300e-01	7.5300e-01	7.6400e-01	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	1.9100e-01	2.2700e+00
ENSG00000080910	meta	4	12	0	0	0	0	4.9100e-01	NA	4.9100e-01	NA	NA	NA	NA	4.9100e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.1400e-01	4.4200e+00	3.1400e-01	4.4200e+00	NA	NA
ENSG00000080986	meta	3	27	0	0	0	0	2.7200e-01	NA	2.7200e-01	NA	NA	NA	NA	2.7200e-01	1.0000e+00	4.4600e-01	4.4600e-01	NA	8.6600e-02	1.4500e+00	8.6600e-02	1.4500e+00	NA	NA
ENSG00000081014	meta	6	29	0	0	0	0	9.5100e-01	NA	9.5100e-01	NA	NA	NA	NA	9.5100e-01	1.0000e+00	8.3000e-01	8.3000e-01	NA	2.8200e-01	2.0400e+00	2.8200e-01	2.0400e+00	NA	NA
ENSG00000081019	meta	7	13	0	0	6	35	1.1200e-01	5.7500e-01	1.1200e-01	NA	NA	NA	NA	1.1200e-01	1.0000e+00	2.1600e+00	2.1600e+00	6.8800e-01	7.3000e-01	5.8300e+00	7.3000e-01	5.8300e+00	2.3600e-01	1.6500e+00
ENSG00000081026	meta	8	36	0	0	0	3	8.8900e-01	1.0000e+00	8.8900e-01	NA	NA	NA	NA	8.8900e-01	1.0000e+00	8.9200e-01	8.9200e-01	0.0000e+00	3.5800e-01	1.9500e+00	3.5800e-01	1.9500e+00	0.0000e+00	9.7100e+00
ENSG00000081041	meta	1	5	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.0300e-01	8.0300e-01	NA	1.7000e-02	7.1700e+00	1.7000e-02	7.1700e+00	NA	NA
ENSG00000081051	meta	8	31	0	0	0	0	9.1200e-01	NA	9.1200e-01	NA	NA	NA	NA	9.1200e-01	1.0000e+00	1.0400e+00	1.0400e+00	NA	4.1100e-01	2.3000e+00	4.1100e-01	2.3000e+00	NA	NA
ENSG00000081052	meta	18	47	0	0	0	0	1.4800e-01	NA	1.4800e-01	NA	NA	NA	NA	1.4800e-01	1.0000e+00	1.5400e+00	1.5400e+00	NA	8.4000e-01	2.7000e+00	8.4000e-01	2.7000e+00	NA	NA
ENSG00000081059	meta	2	11	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.3000e-01	7.3000e-01	NA	7.8600e-02	3.3400e+00	7.8600e-02	3.3400e+00	NA	NA
ENSG00000081087	meta	0	6	0	0	0	0	6.0400e-01	NA	6.0400e-01	NA	NA	NA	NA	6.0400e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	3.4100e+00	0.0000e+00	3.4100e+00	NA	NA
ENSG00000081138	meta	4	12	0	0	0	0	5.8500e-01	NA	5.8500e-01	NA	NA	NA	NA	5.8500e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.1400e-01	4.4200e+00	3.1400e-01	4.4200e+00	NA	NA
ENSG00000081148	meta	7	49	0	0	0	0	2.6100e-01	NA	2.6100e-01	NA	NA	NA	NA	2.6100e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	2.1900e-01	1.2700e+00	2.1900e-01	1.2700e+00	NA	NA
ENSG00000081154	meta	0	2	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	NA	NA
ENSG00000081177	meta	8	28	0	0	0	0	6.9100e-01	NA	6.9100e-01	NA	NA	NA	NA	6.9100e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	4.5200e-01	2.5800e+00	4.5200e-01	2.5800e+00	NA	NA
ENSG00000081181	meta	6	28	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.6000e-01	8.6000e-01	NA	2.9100e-01	2.1200e+00	2.9100e-01	2.1200e+00	NA	NA
ENSG00000081189	meta	0	2	1	3	11	36	1.0000e+00	6.6400e-01	9.1600e-01	NA	NA	NA	NA	9.1600e-01	1.0000e+00	0.0000e+00	8.0300e-01	1.2300e+00	0.0000e+00	2.1400e+01	1.7000e-02	7.1700e+00	5.6300e-01	2.4600e+00
ENSG00000081237	meta	6	14	0	0	0	0	1.3900e-01	NA	1.3900e-01	NA	NA	NA	NA	1.3900e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	5.4200e-01	4.7700e+00	5.4200e-01	4.7700e+00	NA	NA
ENSG00000081248	meta	12	54	0	0	0	0	8.0200e-01	NA	8.0200e-01	NA	NA	NA	NA	8.0200e-01	1.0000e+00	9.6600e-01	9.6600e-01	NA	4.8400e-01	1.7900e+00	4.8400e-01	1.7900e+00	NA	NA
ENSG00000081277	meta	3	16	0	0	0	0	8.3900e-01	NA	8.3900e-01	NA	NA	NA	NA	8.3900e-01	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000081307	meta	0	13	0	0	0	0	1.0800e-01	NA	1.0800e-01	NA	NA	NA	NA	1.0800e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.3200e+00	0.0000e+00	1.3200e+00	NA	NA
ENSG00000081320	meta	2	10	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.0300e-01	8.0300e-01	NA	8.5500e-02	3.7700e+00	8.5500e-02	3.7700e+00	NA	NA
ENSG00000081377	meta	1	12	0	0	0	0	6.2700e-01	NA	6.2700e-01	NA	NA	NA	NA	6.2700e-01	1.0000e+00	3.3400e-01	3.3400e-01	NA	7.8300e-03	2.2600e+00	7.8300e-03	2.2600e+00	NA	NA
ENSG00000081386	meta	13	52	0	0	0	0	6.9400e-01	NA	6.9400e-01	NA	NA	NA	NA	6.9400e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	5.0100e-01	1.8700e+00	5.0100e-01	1.8700e+00	NA	NA
ENSG00000081479	meta	25	73	0	0	2	4	1.6000e-01	2.3900e-01	9.9000e-02	NA	NA	NA	NA	9.9000e-02	1.0000e+00	1.3700e+00	1.3700e+00	2.0100e+00	8.3600e-01	2.1900e+00	8.3600e-01	2.1900e+00	1.8200e-01	1.4000e+01
ENSG00000081665	meta	10	50	0	0	0	0	6.7400e-01	NA	6.7400e-01	NA	NA	NA	NA	6.7400e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	3.6300e-01	1.6000e+00	3.6300e-01	1.6000e+00	NA	NA
ENSG00000081692	meta	7	37	0	0	0	0	7.3100e-01	NA	7.3100e-01	NA	NA	NA	NA	7.3100e-01	1.0000e+00	7.5900e-01	7.5900e-01	NA	2.8600e-01	1.7300e+00	2.8600e-01	1.7300e+00	NA	NA
ENSG00000081721	meta	3	24	0	0	0	0	1.8600e-01	NA	1.8600e-01	NA	NA	NA	NA	1.8600e-01	1.0000e+00	5.0200e-01	5.0200e-01	NA	9.6700e-02	1.6500e+00	9.6700e-02	1.6500e+00	NA	NA
ENSG00000081760	meta	10	35	0	0	0	0	6.4800e-01	NA	6.4800e-01	NA	NA	NA	NA	6.4800e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	5.0600e-01	2.3700e+00	5.0600e-01	2.3700e+00	NA	NA
ENSG00000081791	meta	10	35	0	0	0	0	5.9300e-01	NA	5.9300e-01	NA	NA	NA	NA	5.9300e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	5.0600e-01	2.3700e+00	5.0600e-01	2.3700e+00	NA	NA
ENSG00000081800	meta	7	35	0	0	0	0	7.4800e-01	NA	7.4800e-01	NA	NA	NA	NA	7.4800e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	3.0100e-01	1.8300e+00	3.0100e-01	1.8300e+00	NA	NA
ENSG00000081803	meta	10	29	0	0	0	0	4.3100e-01	NA	4.3100e-01	NA	NA	NA	NA	4.3100e-01	1.0000e+00	1.3800e+00	1.3800e+00	NA	6.0200e-01	2.9200e+00	6.0200e-01	2.9200e+00	NA	NA
ENSG00000081818	meta	9	47	0	0	0	0	6.1000e-01	NA	6.1000e-01	NA	NA	NA	NA	6.1000e-01	1.0000e+00	7.6800e-01	7.6800e-01	NA	3.3100e-01	1.5900e+00	3.3100e-01	1.5900e+00	NA	NA
ENSG00000081842	meta	13	36	0	0	0	3	4.4500e-01	1.0000e+00	4.4500e-01	NA	NA	NA	NA	4.4500e-01	1.0000e+00	1.4500e+00	1.4500e+00	0.0000e+00	7.0500e-01	2.8000e+00	7.0500e-01	2.8000e+00	0.0000e+00	9.7100e+00
ENSG00000081853	meta	13	49	0	0	0	0	9.3200e-01	NA	9.3200e-01	NA	NA	NA	NA	9.3200e-01	1.0000e+00	1.0600e+00	1.0600e+00	NA	5.3000e-01	1.9900e+00	5.3000e-01	1.9900e+00	NA	NA
ENSG00000081870	meta	0	9	0	0	0	0	2.1000e-01	NA	2.1000e-01	NA	NA	NA	NA	2.1000e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.0300e+00	0.0000e+00	2.0300e+00	NA	NA
ENSG00000081913	meta	5	7	0	0	0	0	1.3700e-01	NA	1.3700e-01	NA	NA	NA	NA	1.3700e-01	1.0000e+00	2.8700e+00	2.8700e+00	NA	7.1800e-01	1.0500e+01	7.1800e-01	1.0500e+01	NA	NA
ENSG00000081923	meta	14	43	0	0	0	0	4.9500e-01	NA	4.9500e-01	NA	NA	NA	NA	4.9500e-01	1.0000e+00	1.3100e+00	1.3100e+00	NA	6.6000e-01	2.4400e+00	6.6000e-01	2.4400e+00	NA	NA
ENSG00000081985	meta	17	39	0	0	0	0	5.8000e-02	NA	5.8000e-02	NA	NA	NA	NA	5.8000e-02	1.0000e+00	1.7500e+00	1.7500e+00	NA	9.2800e-01	3.1700e+00	9.2800e-01	3.1700e+00	NA	NA
ENSG00000082014	meta	1	4	0	0	4	35	1.0000e+00	1.4400e-01	7.2100e-01	NA	NA	NA	NA	7.2100e-01	1.0000e+00	1.0000e+00	1.0000e+00	4.5900e-01	2.0400e-02	1.0100e+01	2.0400e-02	1.0100e+01	1.1800e-01	1.2800e+00
ENSG00000082068	meta	8	21	0	0	4	14	3.7500e-01	7.4100e-01	3.4600e-01	NA	NA	NA	NA	3.4600e-01	1.0000e+00	1.5300e+00	1.5300e+00	1.1500e+00	5.8600e-01	3.5900e+00	5.8600e-01	3.5900e+00	2.7500e-01	3.6500e+00
ENSG00000082074	meta	2	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000082126	meta	11	33	0	0	0	0	4.5500e-01	NA	4.5500e-01	NA	NA	NA	NA	4.5500e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	6.1000e-01	2.7100e+00	6.1000e-01	2.7100e+00	NA	NA
ENSG00000082146	meta	6	16	0	0	2	4	4.3600e-01	2.9800e-01	3.1300e-01	NA	NA	NA	NA	3.1300e-01	1.0000e+00	1.5100e+00	1.5100e+00	2.0100e+00	4.8200e-01	4.0500e+00	4.8200e-01	4.0500e+00	1.8200e-01	1.4000e+01
ENSG00000082153	meta	1	7	0	0	0	9	1.0000e+00	2.2000e-01	7.6400e-01	NA	NA	NA	NA	7.6400e-01	1.0000e+00	5.7300e-01	5.7300e-01	0.0000e+00	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	0.0000e+00	2.0300e+00
ENSG00000082175	meta	4	10	0	0	0	0	4.9600e-01	NA	4.9600e-01	NA	NA	NA	NA	4.9600e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	3.6800e-01	5.5700e+00	3.6800e-01	5.5700e+00	NA	NA
ENSG00000082196	meta	3	26	0	0	0	0	2.3900e-01	NA	2.3900e-01	NA	NA	NA	NA	2.3900e-01	1.0000e+00	4.6300e-01	4.6300e-01	NA	8.9700e-02	1.5100e+00	8.9700e-02	1.5100e+00	NA	NA
ENSG00000082212	meta	13	41	0	0	0	0	5.3800e-01	NA	5.3800e-01	NA	NA	NA	NA	5.3800e-01	1.0000e+00	1.2700e+00	1.2700e+00	NA	6.2600e-01	2.4200e+00	6.2600e-01	2.4200e+00	NA	NA
ENSG00000082213	meta	3	18	0	0	0	0	7.8600e-01	NA	7.8600e-01	NA	NA	NA	NA	7.8600e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.2600e-01	2.2900e+00	1.2600e-01	2.2900e+00	NA	NA
ENSG00000082258	meta	3	15	1	1	3	21	8.8300e-01	4.4400e-01	8.8300e-01	NA	NA	NA	NA	8.8300e-01	1.0000e+00	8.0300e-01	1.0000e+00	5.7300e-01	1.4900e-01	2.8400e+00	2.4400e-01	3.1100e+00	1.0900e-01	1.9200e+00
ENSG00000082269	meta	2	36	0	0	0	0	2.5200e-02	NA	2.5200e-02	NA	NA	NA	NA	2.5200e-02	8.7100e-01	3.3400e-01	3.3400e-01	NA	6.5900e-02	1.0600e+00	6.5900e-02	1.0600e+00	NA	NA
ENSG00000082293	meta	13	68	0	0	0	0	5.3500e-01	NA	5.3500e-01	NA	NA	NA	NA	5.3500e-01	1.0000e+00	7.6700e-01	7.6700e-01	NA	3.8900e-01	1.4000e+00	3.8900e-01	1.4000e+00	NA	NA
ENSG00000082397	meta	7	29	0	0	2	16	1.0000e+00	5.7900e-01	8.9200e-01	NA	NA	NA	NA	8.9200e-01	1.0000e+00	9.6900e-01	9.6900e-01	5.0200e-01	3.5800e-01	2.2600e+00	3.5800e-01	2.2600e+00	5.6000e-02	2.1300e+00
ENSG00000082438	meta	8	27	0	0	0	0	3.1700e-01	NA	3.1700e-01	NA	NA	NA	NA	3.1700e-01	1.0000e+00	1.1900e+00	1.1900e+00	NA	4.6700e-01	2.6900e+00	4.6700e-01	2.6900e+00	NA	NA
ENSG00000082458	meta	0	1	0	0	0	3	1.0000e+00	1.0000e+00	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	0.0000e+00	9.7100e+00
ENSG00000082482	meta	3	6	0	0	3	0	3.8100e-01	1.0900e-02	1.4100e-01	NA	NA	NA	NA	1.4100e-01	1.0000e+00	2.0100e+00	2.0100e+00	Infinity	3.2500e-01	9.4000e+00	3.2500e-01	9.4000e+00	1.6600e+00	Infinity
ENSG00000082497	meta	1	12	0	0	0	0	5.2300e-01	NA	5.2300e-01	NA	NA	NA	NA	5.2300e-01	1.0000e+00	3.3400e-01	3.3400e-01	NA	7.8300e-03	2.2600e+00	7.8300e-03	2.2600e+00	NA	NA
ENSG00000082512	meta	7	47	0	0	0	0	2.6700e-01	NA	2.6700e-01	NA	NA	NA	NA	2.6700e-01	1.0000e+00	5.9800e-01	5.9800e-01	NA	2.2800e-01	1.3300e+00	2.2800e-01	1.3300e+00	NA	NA
ENSG00000082515	meta	6	9	0	0	0	0	1.3000e-01	NA	1.3000e-01	NA	NA	NA	NA	1.3000e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	7.8400e-01	8.4200e+00	7.8400e-01	8.4200e+00	NA	NA
ENSG00000082516	meta	18	85	0	0	0	0	6.6200e-01	NA	6.6200e-01	NA	NA	NA	NA	6.6200e-01	1.0000e+00	8.5000e-01	8.5000e-01	NA	4.8100e-01	1.4300e+00	4.8100e-01	1.4300e+00	NA	NA
ENSG00000082556	meta	4	16	0	0	0	0	7.5500e-01	NA	7.5500e-01	NA	NA	NA	NA	7.5500e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.4400e-01	3.1100e+00	2.4400e-01	3.1100e+00	NA	NA
ENSG00000082641	meta	2	8	0	0	0	0	6.5200e-01	NA	6.5200e-01	NA	NA	NA	NA	6.5200e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000082684	meta	3	36	1	9	0	9	7.8300e-02	2.5500e-01	4.7100e-02	NA	NA	NA	NA	4.7100e-02	9.7500e-01	3.3400e-01	3.5700e-01	0.0000e+00	6.5900e-02	1.0600e+00	9.3100e-02	9.7800e-01	0.0000e+00	2.0300e+00
ENSG00000082701	meta	1	2	0	0	5	10	3.8000e-01	2.7100e-01	2.6300e-01	NA	NA	NA	NA	2.6300e-01	1.0000e+00	2.0100e+00	2.0100e+00	2.0100e+00	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	5.3800e-01	6.4500e+00
ENSG00000082781	meta	8	31	0	0	0	0	7.6300e-01	NA	7.6300e-01	NA	NA	NA	NA	7.6300e-01	1.0000e+00	1.0400e+00	1.0400e+00	NA	4.1100e-01	2.3000e+00	4.1100e-01	2.3000e+00	NA	NA
ENSG00000082805	meta	13	44	0	0	0	0	5.6300e-01	NA	5.6300e-01	NA	NA	NA	NA	5.6300e-01	1.0000e+00	1.1900e+00	1.1900e+00	NA	5.8600e-01	2.2400e+00	5.8600e-01	2.2400e+00	NA	NA
ENSG00000082898	meta	1	0	1	1	7	27	1.9900e-01	8.2100e-01	1.9300e-01	NA	NA	NA	NA	1.9300e-01	1.0000e+00	Infinity	8.0300e+00	1.0400e+00	1.0300e-01	Infinity	4.1800e-01	4.7200e+02	3.8300e-01	2.4500e+00
ENSG00000082929	meta	2	4	0	0	0	0	3.1600e-01	NA	3.1600e-01	NA	NA	NA	NA	3.1600e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000082996	meta	2	10	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.0300e-01	8.0300e-01	NA	8.5500e-02	3.7700e+00	8.5500e-02	3.7700e+00	NA	NA
ENSG00000083067	meta	13	38	0	0	11	74	2.0000e-01	1.1800e-01	2.0000e-01	NA	NA	NA	NA	2.0000e-01	1.0000e+00	1.3700e+00	1.3700e+00	5.9600e-01	6.7100e-01	2.6400e+00	6.7100e-01	2.6400e+00	2.8500e-01	1.1300e+00
ENSG00000083093	meta	16	59	0	0	0	0	9.0500e-01	NA	9.0500e-01	NA	NA	NA	NA	9.0500e-01	1.0000e+00	1.0900e+00	1.0900e+00	NA	5.8500e-01	1.9200e+00	5.8500e-01	1.9200e+00	NA	NA
ENSG00000083097	meta	19	43	0	1	5	15	5.5800e-02	5.5300e-01	4.5500e-02	NA	NA	NA	NA	4.5500e-02	9.6800e-01	1.7700e+00	1.7300e+00	1.3400e+00	9.7600e-01	3.1100e+00	9.5600e-01	3.0300e+00	3.8000e-01	3.8700e+00
ENSG00000083099	meta	2	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000083123	meta	9	30	0	0	0	0	6.6900e-01	NA	6.6900e-01	NA	NA	NA	NA	6.6900e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	5.0300e-01	2.6000e+00	5.0300e-01	2.6000e+00	NA	NA
ENSG00000083168	meta	0	1	0	0	7	14	1.0000e+00	2.6100e-01	7.8400e-01	NA	NA	NA	NA	7.8400e-01	1.0000e+00	0.0000e+00	0.0000e+00	2.0100e+00	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	6.8500e-01	5.3100e+00
ENSG00000083223	meta	4	6	0	0	0	0	6.6800e-01	NA	6.6800e-01	NA	NA	NA	NA	6.6800e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	5.5500e-01	1.1300e+01	5.5500e-01	1.1300e+01	NA	NA
ENSG00000083290	meta	10	30	0	0	0	1	3.9200e-01	1.0000e+00	3.9200e-01	NA	NA	NA	NA	3.9200e-01	1.0000e+00	1.3400e+00	1.3400e+00	0.0000e+00	5.8300e-01	2.8100e+00	5.8300e-01	2.8100e+00	0.0000e+00	1.5600e+02
ENSG00000083307	meta	1	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.1300e-02	3.7400e+00	1.1300e-02	3.7400e+00	NA	NA
ENSG00000083312	meta	0	1	0	0	5	17	1.0000e+00	7.9700e-01	9.5000e-01	NA	NA	NA	NA	9.5000e-01	1.0000e+00	0.0000e+00	0.0000e+00	1.1800e+00	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	3.4000e-01	3.3300e+00
ENSG00000083444	meta	11	33	0	0	0	0	3.1400e-01	NA	3.1400e-01	NA	NA	NA	NA	3.1400e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	6.1000e-01	2.7100e+00	6.1000e-01	2.7100e+00	NA	NA
ENSG00000083454	meta	5	32	0	0	0	0	5.2700e-01	NA	5.2700e-01	NA	NA	NA	NA	5.2700e-01	1.0000e+00	6.2700e-01	6.2700e-01	NA	1.9100e-01	1.6200e+00	1.9100e-01	1.6200e+00	NA	NA
