nCount_RNA	IsoCellType
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-3
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	vRG-ExN
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExDp
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExDp
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	vRG-ExN
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExN-ExM
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	In
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExN-1
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExN-ExM
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	vRG-ExN
ExM-U	ExM-U
ExM-U	ExM-U
ExM-U	ExM-U
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-1
ExN	IP
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExDp
ExN	ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	ExN-1
ExN	IP
ExN	ExN-1
ExN	ExN-3
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-3
ExN	IP
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-ExM
ExN	IP
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	IP
ExN	ExN-1
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	IP
ExN	vRG-ExN
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-3
ExN	IP
ExN	vRG-ExN
ExN	oRG
ExN	ExN-ExM
ExN	ExM
ExN	ExM
ExN	vRG-ExN
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-3
ExN	oRG
ExN	oRG
ExN	vRG-ExN
ExN	ExN-ExM
ExN	IP
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExM
ExN	PgS
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	IP
ExN	vRG-ExN
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	oRG
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-ExM
ExN	IP
ExN	vRG-ExN
ExN	IP
ExN	ExN-2
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExM-U
ExN	ExN-1
ExN	ExN-ExM
ExN	IP
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	vRG-ExN
ExN	ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExDp
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	IP
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	ExN-1
ExN	In
ExN	ExN-3
ExN	vRG-ExN
ExN	ExDp
ExN	ExN-ExM
ExN	ExDp
ExN	ExN-ExM
ExN	IP
ExN	ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	IP
ExN	ExN-2
ExN	IP
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	IP
ExN	ExN-ExM
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-3
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	IP
ExN	ExN-3
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	IP
ExN	IP
ExN	ExN-ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-3
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	IP
ExN	ExN-ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExM-U
ExN	IP
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	oRG
ExN	In
ExN	vRG-ExN
ExN	IP
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-1
ExN	In
ExN	ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	IP
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	In
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-3
ExN	In
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	IP
ExN	vRG-ExN
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM-U
ExN	ExN-3
ExN	ExN-3
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	PgS
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	IP
ExN	ExN-1
ExN	IP
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	IP
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	IP
ExN	ExN-3
ExN	ExN-1
ExN	ExN-3
ExN	IP
ExN	ExN-ExM
ExN	IP
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-3
ExN	ExN-2
ExN	ExN-1
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-3
ExN	oRG
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	IP
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-1
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	IP
ExN	ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	oRG
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	IP
ExN	vRG-ExN
ExN	IP
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExN-3
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExN-2
ExN	ExM
ExN	ExN-ExM
ExN	oRG
ExN	oRG
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	Mic/Per/End
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	vRG-ExN
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	vRG-ExN
ExN	IP
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	In
ExN	ExN-2
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	oRG
ExN	vRG-ExN
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExM
ExN	IP
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	IP
ExN	vRG-ExN
ExN	In
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	IP
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	IP
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-3
ExN	ExN-2
ExN	oRG
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	vRG-ExN
ExN	In
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	IP
ExN	ExDp
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	oRG
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-3
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	vRG-ExN
ExN	oRG
ExN	ExN-3
ExN	In
ExN	ExN-1
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-3
ExN	ExN-3
ExN	ExM
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-3
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExM
ExN	ExN-1
ExN	ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-ExM
ExN	IP
ExN	IP
ExN	ExN-1
ExN	ExN-3
ExN	IP
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-ExM
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	PgS
ExN	PgS
ExN	PgS
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	IP
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	IP
ExN	ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	oRG
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	ExN-2
ExN	ExN-ExM
ExN	ExM
ExN	ExN-3
ExN	ExN-3
ExN	ExN-2
ExN	In
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	IP
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	IP
ExN	ExN-1
ExN	ExM
ExN	oRG
ExN	oRG
ExN	IP
ExN	oRG
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	IP
ExN	ExN-1
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	IP
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExM
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	ExM-U
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	oRG
ExN	vRG-ExN
ExN	ExM
ExN	PgS
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-3
ExN	ExM
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-2
ExN	In
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-1
ExN	oRG
ExN	oRG
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
